compound,label
N(c1ccc(/C(=C\2/C=CC(=[N+](C)C)C=C2)/c2ccc(N(C)C)cc2)cc1)(C)C,0
S(=O)(=O)(NC(=O)NN1C[C@@H]2[C@@H](CCC2)C1)c1ccc(cc1)C,1
S(=O)(=O)(NC(=O)N[C@H]1CC[C@@H](CC1)C)c1ccc(CCNC(=O)N2CC(=C(C2=O)CC)C)cc1,1
S(CC[C@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)CNC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](N)Cc1[nH]cnc1)CO)CCC(=O)N)[C@H](O)C)Cc1ccccc1)[C@H](O)C)CO)CC(=O)O)Cc1ccc(O)cc1)CO)CCCCN)Cc1ccc(O)cc1)CC(C)C)CC(=O)O)CO)CCCNC(=N)N)CCCNC(=N)N)C)CCC(=O)N)CC(=O)O)Cc1ccccc1)C(C)C)CCC(=O)N)Cc1c2c([nH]c1)cccc2)CC(C)C)C(=O)N[C@@H](CC(=O)N)C(=O)N[C@@H]([C@H](O)C)C(=O)O)C,0
OC(=O)[C@@H](N)CCC(=O)N,1
O=C1NC(=O)CC[C@@]1(CC)c1ccccc1,0
Clc1cc(C(=O)NCCc2ccc(S(=O)(=O)NC(=O)NC3CCCCC3)cc2)c(OC)cc1,1
O([C@H]1C[N+](CC1)(C)C)C(=O)[C@@](O)(C1CCCC1)c1ccccc1,0
O=C(N[C@H]1C[C@H]2N([C@@H](C1)CCC2)C)c1nn(c2c1cccc2)C,1
Fc1c(N2C[C@H](NCC2)C)cc2n(C3CC3)cc(c(=O)c2c1C)C(=O)O,1
Clc1c2O[C@]3([C@@H](CC(=O)C=C3OC)C)C(=O)c2c(OC)cc1OC,1
O(C[C@H](O)CO)c1c(OC)cccc1,0
Clc1c(c(Cl)ccc1)/C=N/N=C(N)N,1
O1C2(OC[C@H]1CN=C(N)N)CCCCC2,0
N1(CCCCCCC1)CCN=C(N)N,0
Clc1c(CC(=O)N=C(N)N)c(Cl)ccc1,1
O[C@H](NC(=O)CCCCCCN=C(N)N)C(=O)NCCCCNCCCN,0
Clc1cc2c(N(CC(F)(F)F)C(=O)CN=C2c2ccccc2)cc1,0
ClCC(=O)[C@]12OC(O[C@@H]2C[C@@H]2[C@@]1(C[C@H](O)[C@@]1(F)[C@H]2CCC2=CC(=O)CC[C@]12C)C)(C)C,0
ClCC(=O)[C@]1(OC(=O)CC)[C@]2([C@@H]([C@H]3[C@](F)([C@H](O)C2)[C@@]2(C(=CC(=O)C=C2)[C@@H](F)C3)C)C[C@@H]1C)C,0
Clc1c2cc([C@@H](O)CCN(CCCC)CCCC)c3c(c2cc(Cl)c1)cc(cc3)C(F)(F)F,1
Br[C@@H](Cl)C(F)(F)F,1
Cl[C@@]12[C@H]3[C@@H]([C@@](Cl)(C1(Cl)Cl)C(=C2Cl)Cl)C=C[C@H]3Cl,1
[N+]([C@H]1c2c(c3c1cccc3)cccc2)(CCCCCC[N+]([C@H]1c2c(c3c1cccc3)cccc2)(C)C)(C)C,0
[nH]1c(CCN)cnc1,0
O=C(N1[C@@H](CCC1)C(=O)NCC)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H]1NC(=O)CC1)Cc1[nH]cnc1)Cc1c2c([nH]c1)cccc2)CO)Cc1ccc(O)cc1)Cc1ncn(c1)Cc1ccccc1)CC(C)C)CCCN=C(N)N,0
O([C@H]1C[C@@H]2N([C@@H](CC2)C1)C)C(=O)[C@H](O)c1ccccc1,0
O([C@H]1[C@H]2[C@@]3(N(CCC3)CCc3c2cc2OCOc2c3)C=C1OC)C(=O)[C@](O)(CCCC(O)(C)C)CC(=O)OC,1
o1c(CNc2ncnc3nc[nH]c23)ccc1,0
N(N)c1nncc2c1cccc2,1
Clc1c(S(=O)(=O)N)cc2S(=O)(=O)NCNc2c1,1
S1(=O)(=O)NCNc2c1cc(S(=O)(=O)N)c(c2)C(F)(F)F,0
O1[C@@H]2[C@]34[C@H]([C@H](N(CC3)C)Cc3c4c1c(O)cc3)CCC2=O,0
O[C@H]([C@@H]1N2C[C@@H]([C@H](C1)CC2)CC)c1c2c(ncc1)ccc(OC)c2,1
Clc1cc2nccc(N[C@@H](CCCN(CCO)CC)C)c2cc1,0
ONC(=O)N,1
Clc1ccc([C@H](N2CCN(CC2)CCOCCO)c2ccccc2)cc1,0
P(=O)(O)(O)C(P(=O)(O)O)(O)CCN(CCCCC)C,0
OC(=O)Cc1ccc(CC(C)C)cc1,1
OC(=O)[C@@H](c1ccc(CC(C)C)cc1)C,1
S(=O)(=O)(Nc1ccc([C@@H](O)CCCN(CCCCCCC)CC)cc1)C,0
Ic1cn([C@@H]2O[C@@H]([C@@H](O)C2)CO)c(=O)[nH]c1=O,1
ClCCN1P(=O)(OCCC1)NCCCl,1
O[C@H]1[C@@H]([C@@H]2[C@H](C1)C/C(=C\CCCC(=O)O)/C2)/C=C/[C@@H](O)[C@@H](CC#CC)C,1
O=C(Nc1cc(Nc2nc(c3cccnc3)ccn2)c(cc1)C)c1ccc(CN2CCN(CC2)C)cc1,1
O=C(N1[C@@H](CN(C1=O)C)C(=O)O)[C@@H](N[C@@H](CCc1ccccc1)C(=O)OCC)C,1
N1(CCCN(C)C)c2c(CCc3c1cccc3)cccc2,1
n1(CC(C)C)c2c3c(nc(N)c2nc1)cccc3,1
O=c1[nH]cc(c2ccncc2)cc1N,1
c12CC=Cc1cccc2,1
O[C@H](CN1[C@@H](CN(CC1)Cc1cccnc1)C(=O)NC(C)(C)C)C[C@@H](C(=O)N[C@@H]1[C@H](O)Cc2c1cccc2)Cc1ccccc1,1
S(=O)(=O)(O)CCCC[N+]1=C(C(c2c1ccc1c2cccc1)(C)C)/C=C/C=C/C=C/C=C/1\N(c2c(C1(C)C)c1c(cc2)cccc1)CCCCS(=O)(=O)O,0
Clc1ccc(C(=O)n2c3c(c(c2C)CC(=O)O)cc(OC)cc3)cc1,1
[131I]c1cc(CN=C(N)N)ccc1,1
Ic1c(C(=O)N(C[C@H](O)CO)C)c(I)c(NC(=O)C(CO)CO)c(I)c1C(=O)N(C[C@H](O)CO)C,0
Ic1c(N(C[C@@H](C)C(=O)O)C(=O)C)c(I)cc(I)c1N,0
Ic1c(CNC(=O)C)c(I)c(c(I)c1NC(=O)C)C(=O)O,0
Ic1c(NC(=O)CCCCC(=O)Nc2c(I)c(c(I)cc2I)C(=O)O)c(I)cc(I)c1C(=O)O,1
Ic1c(N(C[C@H](O)CN(c2c(I)c(c(I)c(c2I)C(=O)NC[C@H](O)CO)C(=O)NC[C@H](O)CO)C(=O)C)C(=O)C)c(I)c(c(I)c1C(=O)NC[C@H](O)CO)C(=O)NC[C@H](O)CO,0
Ic1c(N(C[C@H](O)CO)C(=O)C)c(I)c(c(I)c1C(=O)NC[C@H](O)CO)C(=O)NC[C@H](O)CO,0
Ic1c(c(I)c(NC(=O)[C@@H](O)C)c(I)c1C(=O)NC(CO)CO)C(=O)NC(CO)CO,0
Ic1c(C[C@@H](CC)C(=O)O)c(I)cc(I)c1N,0
Ic1c([C@H](CCCCCCCCC(=O)OCC)C)cccc1,0
Ic1c(N(CCO)C(=O)CO)c(I)c(c(I)c1C(=O)NC[C@H](O)CO)C(=O)NC[C@H](O)CO,0
Ic1c(N(C[C@H](O)CO)C(=O)C)c(I)c(c(I)c1C(=O)NC[C@H](O)CO)C(=O)NCCO,0
Ic1c(CCC(=O)O)c(I)cc(I)c1/N=C/N(C)C,0
O=C(NNC(C)C)c1ccncc1,1
O=C1N(C(=NC21CCCC2)CCCC)Cc1ccc(cc1)c1c(cccc1)c1n[nH]nn1,1
O(C(=O)N1CC[C@H](N2CCCCC2)CC1)c1cc2c(c3Cn4c(c3nc2cc1)cc1[C@@](O)(CC)C(=O)OCc1c4=O)CC,1
O([C@H]1[C@H](NC(=O)[C@@H](O)CN)C[C@H](N)[C@@H](O[C@H]2O[C@@H]([C@@H](O)[C@H](O)[C@H]2O)CN)[C@@H]1O)[C@H]1OC[C@](O)([C@H](NC)[C@H]1O)C,1
o1nc(C(=O)NNCc2ccccc2)cc1C,1
O[C@@H]([C@H](NC(C)C)CC)c1cc(O)c(O)cc1,0
Cl[C@@H](OC(F)F)C(F)(F)F,1
P(=O)(F)(OC(C)C)OC(C)C,0
O=C(NN)c1ccncc1,1
O=C(N)[C@](CC[N+](C(C)C)(C(C)C)C)(c1ccccc1)c1ccccc1,0
O[C@@H](CNC(C)C)c1cc(O)c(O)cc1,0
O1[C@H]2[C@H](OC[C@H]2ON(=O)=O)[C@@H](ON(=O)=O)C1,0
OC(=O)/C=C(\C=C\C=C(\C=C\C1=C(CCCC1(C)C)C)/C)/C,1
O(C(=O)C1=C(NC(=C([C@H]1c1c2nonc2ccc1)C(=O)OC)C)C)C(C)C,1
Clc1c([C@@]2(O[C@H](CO2)COc2ccc(N3CCN(CC3)c3ccc(n4c(=O)n(nc4)[C@@H](CC)C)cc3)cc2)Cn2ncnc2)ccc(Cl)c1,1
O1[C@]2(O[C@H]3C[C@H](OC(=O)[C@H]4[C@@]5(O)[C@H](OC/C/5=C\C=C\[C@@H]([C@H](O[C@@H]5O[C@H]([C@H](O[C@@H]6O[C@H]([C@H](O)[C@@H](OC)C6)C)[C@@H](OC)C5)C)/C(=C/C3)/C)C)[C@H](O)C(=C4)C)C2)CC[C@@H]([C@H]1[C@H](CC)C)C,1
s1cc(nc1C)/C=C(/[C@H]1NC(=O)C[C@H](O)C(C(=O)[C@@H]([C@@H](O)[C@H](CCC[C@]2(O[C@H]2C1)C)C)C)(C)C)\C,0
O([C@H]1[C@H](N(C)C)[C@@H](O)[C@@H](O[C@@H]1C)O[C@H]1[C@H](C[C@H]([C@@H](O)/C=C/C=C/C[C@H](OC(=O)C[C@@H](OC(=O)C)[C@@H]1OC)C)C)CC=O)[C@@H]1O[C@H]([C@H](OC(=O)CC(C)C)[C@](O)(C1)C)C,1
O([C@@H]1[C@@H](O)[C@H](O[C@H]2O[C@@H]([C@@H](O)[C@H](O)[C@H]2O)CN)[C@@H](N)C[C@H]1N)[C@H]1O[C@@H]([C@@H](O)[C@H](N)[C@H]1O)CO,0
Clc1c([C@]2(NC)CCCCC2=O)cccc1,0
Clc1c([C@@]2(O[C@H](CO2)COc2ccc(N3CCN(CC3)C(=O)C)cc2)Cn2ccnc2)ccc(Cl)c1,1
OC(=O)[C@@H](c1cc(ccc1)C(=O)c1ccccc1)C,1
OC(=O)[C@H]1CCn2c1ccc2C(=O)c1ccccc1,1
s1c2c(C(=C3CCN(CC3)C)c3c(CC2=O)cccc3)cc1,0
O[C@@H](CN[C@@H](CCc1ccccc1)C)c1cc(c(O)cc1)C(=O)N,1
O(C(=O)C1=C(NC(=C([C@H]1c1c(cccc1)/C=C/C(=O)OC(C)(C)C)C(=O)OCC)C)C)CC,1
O(C[C@@H](NC(=O)C)C(=O)NCc1ccccc1)C,0
O([C@H]1[C@H](O)[C@@](O[C@@H]1CO)(O)CO)[C@@H]1O[C@@H]([C@H](O)[C@H](O)[C@H]1O)CO,0
S1C[C@H](O[C@H]1CO)n1ccc(nc1=O)N,1
Clc1cc(Nc2ncnc3c2cc(c2oc(CNCCS(=O)(=O)C)cc2)cc3)ccc1OCc1cc(F)ccc1,1
O[C@H]1[C@@H]([C@H]([C@@H](O)C1)C/C=C\CCCC(=O)OC(C)C)CC[C@@H](O)CCc1ccccc1,0
Clc1ccc(nc1)C(=O)NCCN,1
FC(F)(F)c1ccc(NC(=O)c2c(onc2)C)cc1,1
O=C1N([C@H]2CCC(=O)NC2=O)Cc2c1cccc2N,1
n1(ncnc1)[C@@H](c1ccc(cc1)C#N)c1ccc(cc1)C#N,1
O=c1nc([nH]c2NC[C@H](N(c12)C=O)CNc1ccc(cc1)C(=O)N[C@H](CCC(=O)O)C(=O)O)N,0
S1C2=N[C@H](CN2CC1)c1ccccc1,0
O=C1N(CCC1)[C@@H](CC)C(=O)N,1
O(c1c2CCCC(=O)c2ccc1)C[C@@H](O)CNC(C)(C)C,0
Fc1ccc([C@]2(CC[C@H](N3C[C@H]([C@](CC3)(c3ccccc3)C(=O)O)C)CC2)C#N)cc1,0
O[C@@H](C[N+](C)(C)C)CC(=O)O,0
Clc1ccc([C@@H](N2CCN(CC2)CCOCC(=O)O)c2ccccc2)cc1,1
Fc1c(N2CCN(CC2)C)c2OC[C@@H](n3c2c(c1)c(=O)c(c3)C(=O)O)C,1
O=c1nc([nH]c2NC[C@@H](N(c12)C=O)CNc1ccc(cc1)C(=O)N[C@@H](CCC(=O)O)C(=O)O)N,0
O[C@@]1([C@@]2([C@H]([C@H]3[C@H](CC2)[C@@H]2C(=CC(=O)CC2)CC3)CC1)CC)C#C,0
Oc1cc2[C@]34[C@H]([C@@H](N(CC3)C)Cc2cc1)CCCC4,0
Clc1cc([C@@H](n2ccnc2)c2cc3[nH]cnc3cc2)ccc1,1
O=C(Nc1c(cccc1C)C)CN(CC)CC,0
Cl[C@H]1[C@H](Cl)[C@H](Cl)[C@H](Cl)[C@@H](Cl)[C@H]1Cl,0
Fc1c(N2CCOCC2)ccc(N2C[C@@H](OC2=O)CNC(=O)C)c1,1
Ic1cc(C[C@H](N)C(=O)O)cc(I)c1Oc1cc(I)c(O)cc1,0
O=C(N[C@H](Cc1ccccc1)C)[C@@H](N)CCCCN,0
O=C(N1[C@@H](CCC1)C(=O)O)[C@@H](N[C@@H](CCc1ccccc1)C(=O)O)CCCCN,1
Clc1c(NC(=O)C(=O)O)cc(cc1NC(=O)C(=O)O)C#N,0
Clc1ccc(C(=O)CN(CCCN2c3c(CCc4c2cccc4)cccc3)C)cc1,1
Fc1c(N2C[C@H](NCC2)C)c(F)cc2c1n(CC)cc(c2=O)C(=O)O,0
Clc1c(Cn2nc(c3c2cccc3)C(=O)O)ccc(Cl)c1,1
Clc1ccc([C@]2(O)CCN(CC2)CC[C@@](c2ccccc2)(c2ccccc2)C(=O)N(C)C)cc1,0
ClC1=C(N2[C@@H]([C@H](NC(=O)[C@H](N)c3ccccc3)C2=O)CC1)C(=O)O,1
Clc1cc2C(=N[C@H](O)C(=O)Nc2cc1)c1c(Cl)cccc1,1
Clc1nc(n(Cc2ccc(cc2)c2c(cccc2)c2n[nH]nn2)c1CO)CCCC,1
ClCOC(=O)[C@]1(O)[C@@]2([C@H]([C@H]3[C@H]([C@@H](O)C2)[C@@]2(C(=CC(=O)C=C2)CC3)C)CC1)C,0
O([C@@H]1[C@@H]2[C@H]([C@H](C=CC2=C[C@@H](C1)C)C)CC[C@H]1OC(=O)C[C@H](O)C1)C(=O)[C@H](CC)C,1
Clc1cc2C(=Nc3c(Oc2cc1)cccc3)N1CCN(CC1)C,1
FC(F)([C@@]1(O[C@H]2[C@@H]([C@H](C(=O)C2)CCCCCCC(=O)O)CC1)O)CCCC,0
Clc1c(Nc2c(cc(cc2)C)CC(=O)O)c(F)ccc1,1
S1SC[C@H](N)C(=O)N[C@@H](C(=O)N[C@@H](C(=O)N[C@@H](C(=O)N[C@@H](C(=O)N[C@@H](C(=O)N2[C@@H](CCC2)C(=O)N[C@@H](CCCCN)C(=O)NCC(=O)N)C1)CC(=O)N)CCC(=O)N)Cc1ccccc1)Cc1ccc(O)cc1,0
S(=O)(=O)(N)c1ccc(cc1)CN,0
S(P(=S)(OC)OC)[C@@H](CC(=O)OCC)C(=O)OCC,0
P(=O)(OCc1c(CN(CCN(Cc2c(COP(=O)(O)O)cnc(c2O)C)CC(=O)O)CC(=O)O)c(O)c(nc1)C)(O)O,1
O[C@@H]([C@H](O)[C@H](O)CO)[C@H](O)CO,0
FC1(F)CCC(C(=O)N[C@@H](CCN2[C@H]3C[C@H](n4c(nnc4C)C(C)C)C[C@@H]2CC3)c2ccccc2)CC1,1
O[C@@H]([C@@H](CC(C)C)C(=O)N[C@@H](C(C)(C)C)C(=O)NC)C(=O)NO,1
Clc1ccc([C@]2(O)N3C(=NCC3)c3c2cccc3)cc1,0
O=C(c1cc2[nH]c(nc2cc1)NC(=O)OC)c1ccccc1,1
N([C@]1(C([C@H]2C[C@@H]1CC2)(C)C)C)C,0
ClCCC(N)CCCl,0
Clc1ccc([C@H](N2CCN(CC2)Cc2cc(ccc2)C)c2ccccc2)cc1,0
Clc1c(Nc2c(cccc2)C(=O)O)c(Cl)ccc1C,1
O[C@]1([C@@]2([C@H]([C@H]3[C@@H]([C@@]4(C(=CC(=O)CC4)[C@H](C3)C)C)CC2)CC1)C)C(=O)C,1
O[C@@H]1[C@H]2[C@H]([C@H]3[C@](C1)([C@H](CC3)C(=O)C)C)C[C@@H](C1=CC(=O)CC[C@]21C)C,0
OC(=O)c1c(Nc2c(c(ccc2)C)C)cccc1,1
FC(F)(F)c1nc2c(c([C@H](O)[C@@H]3NCCCC3)c1)cccc2C(F)(F)F,1
S1(=O)(=O)N(/C(=C(/O)\Nc2sc(cn2)C)/C(=O)c2c1cccc2)C,1
ClCCN(c1ccc(C[C@H](N)C(=O)O)cc1)CCCl,1
N[C@]12C[C@@]3(C[C@](C1)(C[C@@H](C3)C2)C)C,1
O([C@H]1C[N+](CCC1)(C)C)C(=O)[C@](O)(c1ccccc1)c1ccccc1,0
O(C(=O)C1(CCN(CC1)C)c1ccccc1)CC,0
N(C(Cc1ccccc1)(C)C)C,0
O=C1N(C(=O)NC(=O)[C@]1(CC)c1ccccc1)C,1
O=C(Nc1c(cccc1C)C)[C@H]1N(CCCC1)C,0
O(CC(CCC)(COC(=O)N)C)C(=O)N,0
S(C1=C(N2[C@@H]([C@H](C2=O)[C@H](O)C)[C@H]1C)C(=O)O)[C@H]1C[C@H](NC1)C(=O)N(C)C,1
Oc1c(cc(N)cc1)C(=O)O,1
S(=O)(=O)(O)CCS,0
S1c2c(N(CC[C@H]3N(CCCC3)C)c3c1cccc3)cc([S@](=O)C)cc2,0
O[C@@H](CNC(C)C)c1cc(O)cc(O)c1,0
O[C@@H]([C@@H](N)C)c1cc(O)ccc1,0
O(C(=O)NC[C@@H]1C[C@H]2[C@H](N(C1)C)Cc1c3c2cccc3n(c1)C)Cc1ccccc1,1
N(C)(C)C(=N)N=C(N)N,1
O([C@@H](C[N+](C)(C)C)C)C(=O)C,0
O=C([C@](C[C@H](N(C)C)C)(c1ccccc1)c1ccccc1)CC,1
N([C@H](Cc1ccccc1)C)C,0
O(CC[N+](CC)(CC)C)C(=O)[C@H]1c2c(Oc3c1cccc3)cccc2,0
S(=O)(=O)(N)c1s/c(=N\C(=O)C)/n(n1)C,1
S1c2c(N(C[C@H]3CCN(C3)C)c3c1cccc3)cccc2,1
N12CN3CN(C1)CN(C2)C3,1
O([C@@H]1[C@@]2([C@H]([C@H]3[C@@H]([C@@]4([C@@H](CC3)CC(=O)C=C4C)C)CC2)CC1)C)C(=O)C,1
S=c1n(cc[nH]1)C,1
O(C[C@H](O)COC(=O)N)c1c(OC)cccc1,0
O=C1N(C(=O)NC(=O)[C@]1([C@@H](C)C#CCC)CC=C)C,1
S(/C(=N/OC(=O)NC)/C)C,1
OC(=O)[C@@H](NC(=O)c1ccc(N(Cc2nc3c(nc2)nc(nc3N)N)C)cc1)CCC(=O)O,1
O[C@@H]([C@H](N)C)c1c(OC)ccc(OC)c1,0
o1c2c(cc3c(oc(=O)cc3)c2OC)cc1,1
ClC(Cl)(Cl)[C@@H](c1ccc(OC)cc1)c1ccc(OC)cc1,1
ClC(Cl)C(F)(F)OC,1
O1[C@@H]2[C@H]3[N+]([C@@H]([C@H]12)C[C@@H](OC(=O)[C@@H](CO)c1ccccc1)C3)(C)C,0
O=C1N(C(=O)C[C@@]1(c1ccccc1)C)C,0
ClC[C@H]1N(S(=O)(=O)c2c(N1)cc(Cl)c(S(=O)(=O)N)c2)C,0
ClC,1
N(c1ccccc1)C,1
OC(=O)[C@](N)(Cc1cc(O)c(O)cc1)C,1
O=C(N[C@@H](CC)CO)[C@H]1CN([C@H]2C(=C1)c1c3c(C2)c[nH]c3ccc1)C,0
O[C@@]12[C@]34CC[N+]([C@@H]1Cc1c4c(O[C@H]3C(=O)CC2)c(O)cc1)(CC1CC1)C,0
O[C@]1([C@@]2([C@H]([C@H]3[C@H]([C@@H](O)C2)[C@@]2(C(=CC(=O)C=C2)[C@H](C3)C)C)CC1)C)C(=O)CO,1
O[C@@]1([C@@]2([C@H]([C@H]3[C@@H]([C@@]4(C(=CC(=O)CC4)CC3)C)CC2)CC1)C)C,1
O=C(N[C@@H](CC)CO)[C@H]1CN([C@H]2C(=C1)c1c3c(C2)cn(c3ccc1)C)C,0
O(C[C@@H](O)CNC(C)C)c1c(c(c(OC(=O)C)c(c1)C)C)C,0
Clc1cc(C(=O)NCCN(CC)CC)c(OC)cc1N,1
O1c2c3[C@H]([N+](CCc3cc(OC)c2OC)(C)C)Cc2cc(Oc3cc4[C@@H]([N+](CCc4cc3OC)(C)C)Cc3ccc1cc3)c(OC)cc2,0
Clc1cc2N[C@H](N(C(=O)c2cc1S(=O)(=O)N)c1c(cccc1)C)C,1
O(C[C@@H](O)CNC(C)C)c1ccc(CCOC)cc1,1
S(c1n(N)c(=O)c(nn1)C(C)(C)C)C,1
Ic1c(C(=O)N[C@@H]2[C@@H](O)[C@H](O)[C@H](O[C@H]2O)CO)c(I)c(NC(=O)C)c(I)c1N(C)C(=O)C,0
OCCn1c(ncc1N(=O)=O)C,1
O=C(C(c1cccnc1)(C)C)c1cccnc1,0
OC(=O)[C@@](N)(Cc1ccc(O)cc1)C,0
O(C[C@H](N)C)c1c(cccc1C)C,1
S1[C@H]2N([C@H](C1(C)C)C(=O)O)C(=O)[C@H]2NC(=O)[C@H](NC(=O)N1CCN(S(=O)(=O)C)C1=O)c1ccccc1,1
Fc1cc2c([C@@H]([C@](OC(=O)COC)(CC2)CCN(CCCc2[nH]c3c(n2)cccc3)C)C(C)C)cc1,0
Clc1c([C@@H](OCc2c(Cl)cc(Cl)cc2)Cn2ccnc2)ccc(Cl)c1,0
Clc1cc2c(n3c(CN=C2c2c(F)cccc2)cnc3C)cc1,0
O[C@@H](c1c(OC)ccc(OC)c1)CNC(=O)CN,0
O[C@@]1([C@@]2([C@H]([C@H]3C(=C4C(=CC(=O)CC4)CC3)[C@H](C2)c2ccc(N(C)C)cc2)CC1)C)C#CC,0
O[C@@H]1[C@H](N(C[C@H](O)[C@H]1O)CCO)CO,0
O[C@@H]1[C@H](N(C[C@H](O)[C@H]1O)CCCC)CO,0
O=c1[nH]c(c(c2ccncc2)cc1C#N)C,1
P(=O)(OCC[N+](C)(C)C)(OCCCCCCCCCCCCCCCC)O,1
O[C@@]12[C@@H](C[C@H]3C(=C(O)c4c(C3)c(N(C)C)ccc4O)C1=O)[C@H](N(C)C)C(=O)/C(=C(/O)\N)/C2=O,1
On1c(N)cc(N2CCCCC2)nc1=N,0
O([C@H]1[C@H](N(C)C)[C@@H](O)[C@@H](O[C@@H]1C)O[C@H]1[C@H](C[C@H]([C@@H](OC(=O)C)/C=C/C=C/C[C@H](OC(=O)C[C@@H](OC(=O)CC)[C@@H]1OC)C)C)CC=O)[C@@H]1O[C@H]([C@H](OC(=O)CC)[C@](OC(=O)C)(C1)C)C,0
N12[C@@H](CN(CC1)C)c1c(Cc3c2nccc3)cccc1,1
N(=C(\C)/C=N/N=C(N)N)\N=C(N)N,1
BrC[C@H](O)[C@@H](O)[C@@H](O)[C@H](O)CBr,1
O([C@@]12N(C[C@@H]3N[C@H]13)C1=C([C@H]2COC(=O)N)C(=O)C(=C(C1=O)C)N)C,1
ClC(Cl)[C@@H](c1ccc(Cl)cc1)c1c(Cl)cccc1,0
O=C1c2c(c(NCCNCCO)ccc2NCCNCCO)C(=O)c2c1c(O)ccc2O,1
O(CCC[N+]1([C@@H](c2c(CC1)cc(OC)c(OC)c2)Cc1cc(OC)c(OC)c(OC)c1)C)C(=O)CC/C=C/CCC(=O)OCCC[N+]1([C@@H](c2c(CC1)cc(OC)c(OC)c2)Cc1cc(OC)c(OC)c(OC)c1)C,0
O=N(=O)c1cc(N)ccc1,1
[S@](=O)([C@@H](c1ccccc1)c1ccccc1)CC(=O)N,1
O1CCN(C[C@@H]2CCc3[nH]c(c(c3C2=O)CC)C)CC1,1
Cl[C@@]12[C@H]([C@H]3[C@@]([C@](O)([C@@H](C3)C)C(=O)CCl)(C[C@@H]1O)C)CCC1=CC(=O)C=C[C@]21C,0
O(Cc1ccccc1)c1ccc(O)cc1,0
O(C(=O)CCCCCCC)C[C@H](O)CO,1
Clc1cc2nc(/C=C/c3cc([C@H](SCC4(CC4)CC(=O)O)CCc4c(C(O)(C)C)cccc4)ccc3)ccc2cc1,1
S1c2c(N(C(=O)CCN3CCOCC3)c3c1cccc3)cc(NC(=O)OCC)cc2,1
FC(F)(F)c1cc(Nc2ncccc2C(=O)OCCN2CCOCC2)ccc1,0
O1[C@@H]2[C@]34[C@H]([C@H](N(CC3)C)Cc3c4c1c(O)cc3)C=C[C@@H]2O,0
S(CC1=C(N2[C@H](OC1)[C@](OC)(NC(=O)[C@@H](c1ccc(O)cc1)C(=O)O)C2=O)C(=O)O)c1n(nnn1)C,1
Fc1c(N2C[C@H]3[C@H](NCCC3)C2)c(OC)c2n(C3CC3)cc(c(=O)c2c1)C(=O)O,1
O(c1c(C(C)C)cc(OC(=O)C)c(c1)C)CCN(C)C,1
O1[C@H]([C@@H]1[C@H]([C@@H](O)C)C)C[C@@H]1[C@@H](O)[C@@H](O)[C@@H](OC1)C/C(=C/C(=O)OCCCCCCCCC(=O)O)/C,0
O1Cc2c(c(O)c(c(OC)c2C)C/C=C(/CCC(=O)O)\C)C1=O,1
C(=O)(C)N(C)C,1
C(=O)N(C)C,1
O=C(Nc1cc2Cc3c(c2cc1)cccc3)C,1
O1C([C@H]2[C@@H](CC(=O)CC2)c2c1cc(C(CCCCCC)(C)C)cc2O)(C)C,0
O[C@@H]1[C@H](O)Cc2c(C1)c(OC[C@@H](O)CNC(C)(C)C)ccc2,0
S1[C@H]2N([C@H](C1(C)C)C(=O)O)C(=O)[C@H]2NC(=O)c1c2c(ccc1OCC)cccc2,1
N(Cc1c2c(ccc1)cccc2)(C/C=C/c1ccccc1)C,0
O1[C@@H]2[C@]34[C@](O)([C@H](N(CC3)CC3CCC3)Cc3c4c1c(O)cc3)CC[C@@H]2O,0
O1[C@@H]2[C@]34[C@](O)([C@H](N(CC3)CC=C)Cc3c4c1c(O)cc3)CCC2=O,0
O1[C@@H]2[C@]34[C@](O)([C@H](N(CC3)CC3CC3)Cc3c4c1c(O)cc3)CCC2=O,1
O[C@@H]1[C@@]2([C@H]([C@H]3[C@H](CC2)[C@@H]2C(=CC(=O)CC2)CC3)CC1)C,1
N1C(=NCC1)Cc1c2c(ccc1)cccc2,0
O(c1cc2c(cc([C@H](C)C(=O)O)cc2)cc1)C,1
S(=O)(=O)(NC)CCc1cc2c(C3CCN(CC3)C)c[nH]c2cc1,0
Fc1cc2CC[C@@H](Oc2cc1)[C@H](O)CNC[C@@H](O)[C@@H]1Oc2c(CC1)cc(F)cc2,1
o1c2c(c3n(CC)c(cc(=O)c3cc2c(=O)cc1C(=O)O)C(=O)O)CCC,0
