,Assay,Weighted Partial Correlation
qHTS assay for small molecule antagonists of glucocorticoid receptor signaling,qHTS assay for small molecule antagonists of glucocorticoid receptor signaling,-0.0
qHTS assay for small molecule antagonists of the retinoid-related orphan receptor gamma (ROR-gamma) signaling pathway,qHTS assay for small molecule antagonists of the retinoid-related orphan receptor gamma (ROR-gamma) signaling pathway,0.01812190593414896
qHTS assay for small molecule disruptors of the mitochondrial membrane potential - 1 hr assay,qHTS assay for small molecule disruptors of the mitochondrial membrane potential - 1 hr assay,0.010384758949199218
qHTS assay for small molecule disruptors of the mitochondrial membrane potential - 5 hr assay,qHTS assay for small molecule disruptors of the mitochondrial membrane potential - 5 hr assay,0.04291107257341041
qHTS assay to identify small molecule antagonists of the estrogen related receptor (ERR) signaling pathway ,qHTS assay to identify small molecule antagonists of the estrogen related receptor (ERR) signaling pathway ,0.01112782629076782
qHTS assay to identify small molecule antagonists of the estrogen related receptor signaling pathway with the pleiotropic PPARgamma coactivator (PGC),qHTS assay to identify small molecule antagonists of the estrogen related receptor signaling pathway with the pleiotropic PPARgamma coactivator (PGC),-0.0
qHTS for Inhibitors of Plasmodium falciparum proliferation: Summary,qHTS for Inhibitors of Plasmodium falciparum proliferation: Summary,-0.0
qHTS for differential inhibitors of proliferation of Plasmodium falciparum line 3D7,qHTS for differential inhibitors of proliferation of Plasmodium falciparum line 3D7,0.01695559119808193
qHTS for differential inhibitors of proliferation of Plasmodium falciparum line 7G8,qHTS for differential inhibitors of proliferation of Plasmodium falciparum line 7G8,-0.0
qHTS for differential inhibitors of proliferation of Plasmodium falciparum line D10,qHTS for differential inhibitors of proliferation of Plasmodium falciparum line D10,0.018863411199747965
qHTS for differential inhibitors of proliferation of Plasmodium falciparum line Dd2,qHTS for differential inhibitors of proliferation of Plasmodium falciparum line Dd2,0.022133021406484384
qHTS for differential inhibitors of proliferation of Plasmodium falciparum line GB4,qHTS for differential inhibitors of proliferation of Plasmodium falciparum line GB4,0.0267770632626762
qHTS for differential inhibitors of proliferation of Plasmodium falciparum line HB3,qHTS for differential inhibitors of proliferation of Plasmodium falciparum line HB3,0.02853052284720229
qHTS for differential inhibitors of proliferation of Plasmodium falciparum line W2,qHTS for differential inhibitors of proliferation of Plasmodium falciparum line W2,0.04365371981379667
Counterscreen for BLMA Inhibitors: ADP Fluorescence Polarization Displacement Assay,Counterscreen for BLMA Inhibitors: ADP Fluorescence Polarization Displacement Assay,-0.0
Counterscreen for RECQ1 Inhibitors: ADP Fluorescence Polarization Displacement Assay,Counterscreen for RECQ1 Inhibitors: ADP Fluorescence Polarization Displacement Assay,-0.0
Agonist activity at rat Ar in an in vitro cell free assay measured by time-resolved fluorescence resonance energy transfer method,Agonist activity at rat Ar in an in vitro cell free assay measured by time-resolved fluorescence resonance energy transfer method,0.0
Induction of mitochondrial dysfunction in Sprague-Dawley rat liver mitochondria assessed as inhibition of mitochondrial respiration per mg mitochondrial protein measured for 20 mins by A65N oxygen probe based fluorescence assay,Induction of mitochondrial dysfunction in Sprague-Dawley rat liver mitochondria assessed as inhibition of mitochondrial respiration per mg mitochondrial protein measured for 20 mins by A65N oxygen probe based fluorescence assay,0.0
Luminescence Cell-Based Primary HTS to Identify Inhibitors of STK33,Luminescence Cell-Based Primary HTS to Identify Inhibitors of STK33,-0.0
Luminescence Cell-Based Primary HTS to Identify Inhibitors of the Sonic Hedgehog Signaling Pathway,Luminescence Cell-Based Primary HTS to Identify Inhibitors of the Sonic Hedgehog Signaling Pathway,-0.0
Luminescence Cell-Based Primary HTS to Measure Viability of BJeLR cells,Luminescence Cell-Based Primary HTS to Measure Viability of BJeLR cells,0.04084499407246076
Nrf2 qHTS screen for inhibitors: Nrf2 A549 ARE-Fluc Confirmation Assay for Hit Validation,Nrf2 qHTS screen for inhibitors: Nrf2 A549 ARE-Fluc Confirmation Assay for Hit Validation,0.0
Phenotypic HTS multiplex for antifungal efflux pump inhibitors with Validation compound Set,Phenotypic HTS multiplex for antifungal efflux pump inhibitors with Validation compound Set,-0.0
Total Cmax in human administered as single dose,Total Cmax in human administered as single dose,0.0
Unbound Cmax in human plasma,Unbound Cmax in human plasma,0.0
Wombat Data for BeliefDocking,Wombat Data for BeliefDocking,0.0
384 well plate NINDS AMC confirmatory qHTS for Zika virus inhibitors,384 well plate NINDS AMC confirmatory qHTS for Zika virus inhibitors,0.00467615760493951
384 well plate NINDS Rhodamine confirmatory qHTS for Zika virus inhibitors,384 well plate NINDS Rhodamine confirmatory qHTS for Zika virus inhibitors,-0.0
DSSTox (CPDBAS) Carcinogenic Potency Database Salmonella Mutagenicity,DSSTox (CPDBAS) Carcinogenic Potency Database Salmonella Mutagenicity,0.03964852011927761
DSSTox (CPDBAS) Carcinogenic Potency Database Summary Mouse Bioassay Results,DSSTox (CPDBAS) Carcinogenic Potency Database Summary Mouse Bioassay Results,-0.0
DSSTox (CPDBAS) Carcinogenic Potency Database Summary MultiCellCall Results,DSSTox (CPDBAS) Carcinogenic Potency Database Summary MultiCellCall Results,0.03839240279091259
DSSTox (CPDBAS) Carcinogenic Potency Database Summary Rat Bioassay Results,DSSTox (CPDBAS) Carcinogenic Potency Database Summary Rat Bioassay Results,0.1264439262061249
DSSTox (CPDBAS) Carcinogenic Potency Database Summary SingleCellCall Results,DSSTox (CPDBAS) Carcinogenic Potency Database Summary SingleCellCall Results,0.0848531254523198
Furin counterscreen qHTS for Zika virus inhibitors,Furin counterscreen qHTS for Zika virus inhibitors,0.04084464996284258
NCI In Vivo Anticancer Drug Screen. Data for tumor model  B16 Melanoma (intraperitoneal) in B6D2F1 (BDF1) mice,NCI In Vivo Anticancer Drug Screen. Data for tumor model  B16 Melanoma (intraperitoneal) in B6D2F1 (BDF1) mice,0.007986485904107943
NCI human tumor cell line growth inhibition assay. Data for the 786-0 Renal cell line,NCI human tumor cell line growth inhibition assay. Data for the 786-0 Renal cell line,-0.0
NCI human tumor cell line growth inhibition assay. Data for the A498 Renal cell line,NCI human tumor cell line growth inhibition assay. Data for the A498 Renal cell line,0.02573871286374178
NCI human tumor cell line growth inhibition assay. Data for the A549/ATCC Non-Small Cell Lung cell line,NCI human tumor cell line growth inhibition assay. Data for the A549/ATCC Non-Small Cell Lung cell line,0.013109012762377291
NCI human tumor cell line growth inhibition assay. Data for the ACHN Renal cell line,NCI human tumor cell line growth inhibition assay. Data for the ACHN Renal cell line,0.013571312251593403
NCI human tumor cell line growth inhibition assay. Data for the BT-549 Breast cell line,NCI human tumor cell line growth inhibition assay. Data for the BT-549 Breast cell line,0.030558892112071058
NCI human tumor cell line growth inhibition assay. Data for the CAKI Renal cell line,NCI human tumor cell line growth inhibition assay. Data for the CAKI Renal cell line,0.012062193768630191
NCI human tumor cell line growth inhibition assay. Data for the CCRF-CEM Leukemia cell line,NCI human tumor cell line growth inhibition assay. Data for the CCRF-CEM Leukemia cell line,0.012589094643430096
NCI human tumor cell line growth inhibition assay. Data for the COLO 205 Colon cell line,NCI human tumor cell line growth inhibition assay. Data for the COLO 205 Colon cell line,-0.0
NCI human tumor cell line growth inhibition assay. Data for the DU45 Prostate cell line,NCI human tumor cell line growth inhibition assay. Data for the DU45 Prostate cell line,0.07065822326471206
NCI human tumor cell line growth inhibition assay. Data for the EKVX Non-Small Cell Lung cell line,NCI human tumor cell line growth inhibition assay. Data for the EKVX Non-Small Cell Lung cell line,0.016797227536015362
NCI human tumor cell line growth inhibition assay. Data for the HCC-2998 Colon cell line,NCI human tumor cell line growth inhibition assay. Data for the HCC-2998 Colon cell line,-0.0
NCI human tumor cell line growth inhibition assay. Data for the HCT16 Colon cell line,NCI human tumor cell line growth inhibition assay. Data for the HCT16 Colon cell line,0.012789207925233463
NCI human tumor cell line growth inhibition assay. Data for the HCT5 Colon cell line,NCI human tumor cell line growth inhibition assay. Data for the HCT5 Colon cell line,-0.0
NCI human tumor cell line growth inhibition assay. Data for the HL-60(TB) Leukemia cell line,NCI human tumor cell line growth inhibition assay. Data for the HL-60(TB) Leukemia cell line,-0.0
NCI human tumor cell line growth inhibition assay. Data for the HOP-62 Non-Small Cell Lung cell line,NCI human tumor cell line growth inhibition assay. Data for the HOP-62 Non-Small Cell Lung cell line,0.012918856204817288
NCI human tumor cell line growth inhibition assay. Data for the HOP-92 Non-Small Cell Lung cell line,NCI human tumor cell line growth inhibition assay. Data for the HOP-92 Non-Small Cell Lung cell line,-0.0
NCI human tumor cell line growth inhibition assay. Data for the HS 578T Breast cell line,NCI human tumor cell line growth inhibition assay. Data for the HS 578T Breast cell line,0.0514454510417194
NCI human tumor cell line growth inhibition assay. Data for the HT29 Colon cell line,NCI human tumor cell line growth inhibition assay. Data for the HT29 Colon cell line,-0.0
NCI human tumor cell line growth inhibition assay. Data for the IGROV1 Ovarian cell line,NCI human tumor cell line growth inhibition assay. Data for the IGROV1 Ovarian cell line,-0.0
NCI human tumor cell line growth inhibition assay. Data for the K-562 Leukemia cell line,NCI human tumor cell line growth inhibition assay. Data for the K-562 Leukemia cell line,-0.0
NCI human tumor cell line growth inhibition assay. Data for the KM12 Colon cell line,NCI human tumor cell line growth inhibition assay. Data for the KM12 Colon cell line,-0.0
NCI human tumor cell line growth inhibition assay. Data for the LOX IMVI Melanoma cell line,NCI human tumor cell line growth inhibition assay. Data for the LOX IMVI Melanoma cell line,-0.0
NCI human tumor cell line growth inhibition assay. Data for the M14 Melanoma cell line,NCI human tumor cell line growth inhibition assay. Data for the M14 Melanoma cell line,0.013050400336405199
NCI human tumor cell line growth inhibition assay. Data for the MALME-3M Melanoma cell line,NCI human tumor cell line growth inhibition assay. Data for the MALME-3M Melanoma cell line,0.013720125443844971
NCI human tumor cell line growth inhibition assay. Data for the MCF7 Breast cell line,NCI human tumor cell line growth inhibition assay. Data for the MCF7 Breast cell line,-0.0
NCI human tumor cell line growth inhibition assay. Data for the MDA-MB-231/ATCC Breast cell line,NCI human tumor cell line growth inhibition assay. Data for the MDA-MB-231/ATCC Breast cell line,0.01615244320823279
NCI human tumor cell line growth inhibition assay. Data for the MDA-MB-435 Breast cell line,NCI human tumor cell line growth inhibition assay. Data for the MDA-MB-435 Breast cell line,-0.0
NCI human tumor cell line growth inhibition assay. Data for the MOLT-4 Leukemia cell line,NCI human tumor cell line growth inhibition assay. Data for the MOLT-4 Leukemia cell line,-0.0
NCI human tumor cell line growth inhibition assay. Data for the NCI-H226 Non-Small Cell Lung cell line,NCI human tumor cell line growth inhibition assay. Data for the NCI-H226 Non-Small Cell Lung cell line,-0.0
NCI human tumor cell line growth inhibition assay. Data for the NCI-H23 Non-Small Cell Lung cell line,NCI human tumor cell line growth inhibition assay. Data for the NCI-H23 Non-Small Cell Lung cell line,-0.0
NCI human tumor cell line growth inhibition assay. Data for the NCI-H322M Non-Small Cell Lung cell line,NCI human tumor cell line growth inhibition assay. Data for the NCI-H322M Non-Small Cell Lung cell line,-0.0
NCI human tumor cell line growth inhibition assay. Data for the NCI-H460 Non-Small Cell Lung cell line,NCI human tumor cell line growth inhibition assay. Data for the NCI-H460 Non-Small Cell Lung cell line,0.011949253236822424
NCI human tumor cell line growth inhibition assay. Data for the NCI-H522 Non-Small Cell Lung cell line,NCI human tumor cell line growth inhibition assay. Data for the NCI-H522 Non-Small Cell Lung cell line,-0.0
NCI human tumor cell line growth inhibition assay. Data for the NCI/ADR-RES Breast cell line,NCI human tumor cell line growth inhibition assay. Data for the NCI/ADR-RES Breast cell line,-0.0
NCI human tumor cell line growth inhibition assay. Data for the OVCAR-3 Ovarian cell line,NCI human tumor cell line growth inhibition assay. Data for the OVCAR-3 Ovarian cell line,-0.0
NCI human tumor cell line growth inhibition assay. Data for the OVCAR-4 Ovarian cell line,NCI human tumor cell line growth inhibition assay. Data for the OVCAR-4 Ovarian cell line,0.06903167544244089
NCI human tumor cell line growth inhibition assay. Data for the OVCAR-5 Ovarian cell line,NCI human tumor cell line growth inhibition assay. Data for the OVCAR-5 Ovarian cell line,-0.0
NCI human tumor cell line growth inhibition assay. Data for the OVCAR-8 Ovarian cell line,NCI human tumor cell line growth inhibition assay. Data for the OVCAR-8 Ovarian cell line,-0.0
NCI human tumor cell line growth inhibition assay. Data for the PC-3 Prostate cell line,NCI human tumor cell line growth inhibition assay. Data for the PC-3 Prostate cell line,-0.0
NCI human tumor cell line growth inhibition assay. Data for the RPMI-8226 Leukemia cell line,NCI human tumor cell line growth inhibition assay. Data for the RPMI-8226 Leukemia cell line,0.026293478117171552
NCI human tumor cell line growth inhibition assay. Data for the RXF 393 Renal cell line,NCI human tumor cell line growth inhibition assay. Data for the RXF 393 Renal cell line,0.02906908551124222
NCI human tumor cell line growth inhibition assay. Data for the SF-268 Central Nervous System cell line,NCI human tumor cell line growth inhibition assay. Data for the SF-268 Central Nervous System cell line,-0.0
NCI human tumor cell line growth inhibition assay. Data for the SF-295 Central Nervous System cell line,NCI human tumor cell line growth inhibition assay. Data for the SF-295 Central Nervous System cell line,0.043379703932681854
NCI human tumor cell line growth inhibition assay. Data for the SF-539 Central Nervous System cell line,NCI human tumor cell line growth inhibition assay. Data for the SF-539 Central Nervous System cell line,0.013098540848993475
NCI human tumor cell line growth inhibition assay. Data for the SK-MEL-2 Melanoma cell line,NCI human tumor cell line growth inhibition assay. Data for the SK-MEL-2 Melanoma cell line,0.01513860116117877
NCI human tumor cell line growth inhibition assay. Data for the SK-MEL-28 Melanoma cell line,NCI human tumor cell line growth inhibition assay. Data for the SK-MEL-28 Melanoma cell line,-0.0
NCI human tumor cell line growth inhibition assay. Data for the SK-MEL-5 Melanoma cell line,NCI human tumor cell line growth inhibition assay. Data for the SK-MEL-5 Melanoma cell line,0.012874880807934521
NCI human tumor cell line growth inhibition assay. Data for the SK-OV-3 Ovarian cell line,NCI human tumor cell line growth inhibition assay. Data for the SK-OV-3 Ovarian cell line,-0.0
NCI human tumor cell line growth inhibition assay. Data for the SN12C Renal cell line,NCI human tumor cell line growth inhibition assay. Data for the SN12C Renal cell line,0.01300678530566465
NCI human tumor cell line growth inhibition assay. Data for the SNB9 Central Nervous System cell line,NCI human tumor cell line growth inhibition assay. Data for the SNB9 Central Nervous System cell line,-0.0
NCI human tumor cell line growth inhibition assay. Data for the SNB-75 Central Nervous System cell line,NCI human tumor cell line growth inhibition assay. Data for the SNB-75 Central Nervous System cell line,-0.0
NCI human tumor cell line growth inhibition assay. Data for the SR Leukemia cell line,NCI human tumor cell line growth inhibition assay. Data for the SR Leukemia cell line,-0.0
NCI human tumor cell line growth inhibition assay. Data for the SW-620 Colon cell line,NCI human tumor cell line growth inhibition assay. Data for the SW-620 Colon cell line,0.013213768854855118
NCI human tumor cell line growth inhibition assay. Data for the T-47D Breast cell line,NCI human tumor cell line growth inhibition assay. Data for the T-47D Breast cell line,0.015129194637989294
NCI human tumor cell line growth inhibition assay. Data for the TK0 Renal cell line,NCI human tumor cell line growth inhibition assay. Data for the TK0 Renal cell line,0.03796022206070685
NCI human tumor cell line growth inhibition assay. Data for the U251 Central Nervous System cell line,NCI human tumor cell line growth inhibition assay. Data for the U251 Central Nervous System cell line,0.013164245602054873
NCI human tumor cell line growth inhibition assay. Data for the UACC-257 Melanoma cell line,NCI human tumor cell line growth inhibition assay. Data for the UACC-257 Melanoma cell line,0.0378059525781802
NCI human tumor cell line growth inhibition assay. Data for the UACC-62 Melanoma cell line,NCI human tumor cell line growth inhibition assay. Data for the UACC-62 Melanoma cell line,0.027673500131103326
NCI human tumor cell line growth inhibition assay. Data for the UO-31 Renal cell line,NCI human tumor cell line growth inhibition assay. Data for the UO-31 Renal cell line,-0.0
Tertiary RLuc qRT-PCR qHTS assay for Zika virus inhibitors,Tertiary RLuc qRT-PCR qHTS assay for Zika virus inhibitors,0.03994768453116146
Confirmatory qHTS to identify inhibitors of SARS-CoV-2 cell entry,Confirmatory qHTS to identify inhibitors of SARS-CoV-2 cell entry,-0.0
Experimentally measured binding affinity data (IC50) for protein-ligand complexes derived from PDB,Experimentally measured binding affinity data (IC50) for protein-ligand complexes derived from PDB,0.0
Experimentally measured binding affinity data (Kd) for protein-ligand complexes derived from PDB,Experimentally measured binding affinity data (Kd) for protein-ligand complexes derived from PDB,0.0
VSVG counterscreen qHTS to identify inhibitors of SARS-CoV-2 cell entry,VSVG counterscreen qHTS to identify inhibitors of SARS-CoV-2 cell entry,-0.0
A counter screen for small molecule screen for inhibitors of the PhoP regulon in Salmonella typhi,A counter screen for small molecule screen for inhibitors of the PhoP regulon in Salmonella typhi,-0.0
A cytotoxicity screen of small molecule inhibitors of the PhoP regulon in Salmonella typhi identified in the primary screen,A cytotoxicity screen of small molecule inhibitors of the PhoP regulon in Salmonella typhi identified in the primary screen,-0.0
A screen for inhibitors of the PhoP regulon in Salmonella Typhi using a modified counterscreen,A screen for inhibitors of the PhoP regulon in Salmonella Typhi using a modified counterscreen,-0.0
Antiproliferative activity against human MCF7 cells after 72 hrs by MTT assay,Antiproliferative activity against human MCF7 cells after 72 hrs by MTT assay,0.0
Caspase-3/7 Activation Profiling of Human Lymphoblast Cell Lines,Caspase-3/7 Activation Profiling of Human Lymphoblast Cell Lines,0.013150968645151407
Cell Viability Profiling of Human Lymphoblast Cell Lines,Cell Viability Profiling of Human Lymphoblast Cell Lines,0.006077658069807673
Confirmatory screen NINDS AMC qHTS for Zika virus inhibitors,Confirmatory screen NINDS AMC qHTS for Zika virus inhibitors,-0.0
Confirmatory screen NINDS Rhodamine qHTS for Zika virus inhibitors,Confirmatory screen NINDS Rhodamine qHTS for Zika virus inhibitors,0.050166557344771115
Cytotoxicity activity against human HepG2 cells assessed by CellTiter-Glo luminescent cell viability assay.,Cytotoxicity activity against human HepG2 cells assessed by CellTiter-Glo luminescent cell viability assay.,-0.0
Decreased HeLa cell count-IC50,Decreased HeLa cell count-IC50,0.007232624844093592
HARVARD: Inhibition of liver stage Plasmodium berghei infection in HepG2 cells,HARVARD: Inhibition of liver stage Plasmodium berghei infection in HepG2 cells,0.0
Increased HeLa cells with 2N DNA content-IC50,Increased HeLa cells with 2N DNA content-IC50,0.007849080374029283
Ligands of bioamine (Class A) GPCRs,Ligands of bioamine (Class A) GPCRs,0.0
Luminescence Microorganism-Based Dose Confirmation HTS to Identify Compounds Cytotoxic to SK(-)GAS Group A Streptococcus,Luminescence Microorganism-Based Dose Confirmation HTS to Identify Compounds Cytotoxic to SK(-)GAS Group A Streptococcus,0.0
Luminescence Microorganism-Based Dose Confirmation HTS to Identify Inhibitors of Streptokinase Promotor Activity,Luminescence Microorganism-Based Dose Confirmation HTS to Identify Inhibitors of Streptokinase Promotor Activity,0.0
Luminescence Microorganism-Based Dose Response HTS to Identify Compounds Cytotoxic to Streptococcus,Luminescence Microorganism-Based Dose Response HTS to Identify Compounds Cytotoxic to Streptococcus,-0.0
Luminescence cell-based Retest at Dose assay to determine EWS/Fli1 dependent TC71 mammalian cell cytotoxity  Measured in Cell-Based System Using Plate Reader - 7014-04_Inhibitor_Dose_CherryPick_Activity,Luminescence cell-based Retest at Dose assay to determine EWS/Fli1 dependent TC71 mammalian cell cytotoxity  Measured in Cell-Based System Using Plate Reader - 7014-04_Inhibitor_Dose_CherryPick_Activity,0.0
NCI In Vivo Anticancer Drug Screen. Data for tumor model  L1210 Leukemia (subcutaneous) in B6D2F1 (BDF1) mice,NCI In Vivo Anticancer Drug Screen. Data for tumor model  L1210 Leukemia (subcutaneous) in B6D2F1 (BDF1) mice,0.00462028825940142
NCI In Vivo Anticancer Drug Screen. Data for tumor model  P388 Leukemia (intraperitoneal) in B6D2F1 (BDF1) mice,NCI In Vivo Anticancer Drug Screen. Data for tumor model  P388 Leukemia (intraperitoneal) in B6D2F1 (BDF1) mice,0.022307145015711495
SANGER: Inhibition of human 697 cell growth in a cell viability assay.,SANGER: Inhibition of human 697 cell growth in a cell viability assay.,0.0
SANGER: Inhibition of human 8-MG-BA cell growth in a cell viability assay.,SANGER: Inhibition of human 8-MG-BA cell growth in a cell viability assay.,0.0
SANGER: Inhibition of human A101D cell growth in a cell viability assay.,SANGER: Inhibition of human A101D cell growth in a cell viability assay.,0.0
SANGER: Inhibition of human A253 cell growth in a cell viability assay.,SANGER: Inhibition of human A253 cell growth in a cell viability assay.,0.0
SANGER: Inhibition of human A3-KAW cell growth in a cell viability assay.,SANGER: Inhibition of human A3-KAW cell growth in a cell viability assay.,0.0
SANGER: Inhibition of human A388 cell growth in a cell viability assay.,SANGER: Inhibition of human A388 cell growth in a cell viability assay.,0.0
SANGER: Inhibition of human A4-Fuk cell growth in a cell viability assay.,SANGER: Inhibition of human A4-Fuk cell growth in a cell viability assay.,0.0
SANGER: Inhibition of human A498 cell growth in a cell viability assay.,SANGER: Inhibition of human A498 cell growth in a cell viability assay.,0.0
SANGER: Inhibition of human ACN cell growth in a cell viability assay.,SANGER: Inhibition of human ACN cell growth in a cell viability assay.,0.0
SANGER: Inhibition of human ALL-PO cell growth in a cell viability assay.,SANGER: Inhibition of human ALL-PO cell growth in a cell viability assay.,0.0
SANGER: Inhibition of human AM-38 cell growth in a cell viability assay.,SANGER: Inhibition of human AM-38 cell growth in a cell viability assay.,0.0
SANGER: Inhibition of human ARH-77 cell growth in a cell viability assay.,SANGER: Inhibition of human ARH-77 cell growth in a cell viability assay.,0.0
SANGER: Inhibition of human ATN cell growth in a cell viability assay.,SANGER: Inhibition of human ATN cell growth in a cell viability assay.,0.0
SANGER: Inhibition of human BB30-HNC cell growth in a cell viability assay.,SANGER: Inhibition of human BB30-HNC cell growth in a cell viability assay.,0.0
SANGER: Inhibition of human BB49-HNC cell growth in a cell viability assay.,SANGER: Inhibition of human BB49-HNC cell growth in a cell viability assay.,0.0
SANGER: Inhibition of human BB65-RCC cell growth in a cell viability assay.,SANGER: Inhibition of human BB65-RCC cell growth in a cell viability assay.,0.0
SANGER: Inhibition of human BC cell growth in a cell viability assay.,SANGER: Inhibition of human BC cell growth in a cell viability assay.,0.0
SANGER: Inhibition of human BE3 cell growth in a cell viability assay.,SANGER: Inhibition of human BE3 cell growth in a cell viability assay.,0.0
SANGER: Inhibition of human BL-41 cell growth in a cell viability assay.,SANGER: Inhibition of human BL-41 cell growth in a cell viability assay.,0.0
SANGER: Inhibition of human BL-70 cell growth in a cell viability assay.,SANGER: Inhibition of human BL-70 cell growth in a cell viability assay.,0.0
SANGER: Inhibition of human BT-474 cell growth in a cell viability assay.,SANGER: Inhibition of human BT-474 cell growth in a cell viability assay.,0.0
SANGER: Inhibition of human BV73 cell growth in a cell viability assay.,SANGER: Inhibition of human BV73 cell growth in a cell viability assay.,0.0
SANGER: Inhibition of human Becker cell growth in a cell viability assay.,SANGER: Inhibition of human Becker cell growth in a cell viability assay.,0.0
SANGER: Inhibition of human C2BBe1 cell growth in a cell viability assay.,SANGER: Inhibition of human C2BBe1 cell growth in a cell viability assay.,0.0
SANGER: Inhibition of human C8166 cell growth in a cell viability assay.,SANGER: Inhibition of human C8166 cell growth in a cell viability assay.,0.0
SANGER: Inhibition of human CAS cell growth in a cell viability assay.,SANGER: Inhibition of human CAS cell growth in a cell viability assay.,0.0
SANGER: Inhibition of human CCRF-CEM cell growth in a cell viability assay.,SANGER: Inhibition of human CCRF-CEM cell growth in a cell viability assay.,0.0
SANGER: Inhibition of human CESS cell growth in a cell viability assay.,SANGER: Inhibition of human CESS cell growth in a cell viability assay.,0.0
SANGER: Inhibition of human CGTH-W cell growth in a cell viability assay.,SANGER: Inhibition of human CGTH-W cell growth in a cell viability assay.,0.0
SANGER: Inhibition of human CMK cell growth in a cell viability assay.,SANGER: Inhibition of human CMK cell growth in a cell viability assay.,0.0
SANGER: Inhibition of human COLO-320-HSR cell growth in a cell viability assay.,SANGER: Inhibition of human COLO-320-HSR cell growth in a cell viability assay.,0.0
SANGER: Inhibition of human COLO-668 cell growth in a cell viability assay.,SANGER: Inhibition of human COLO-668 cell growth in a cell viability assay.,0.0
SANGER: Inhibition of human COLO-684 cell growth in a cell viability assay.,SANGER: Inhibition of human COLO-684 cell growth in a cell viability assay.,0.0
SANGER: Inhibition of human COLO-800 cell growth in a cell viability assay.,SANGER: Inhibition of human COLO-800 cell growth in a cell viability assay.,0.0
SANGER: Inhibition of human COLO-829 cell growth in a cell viability assay.,SANGER: Inhibition of human COLO-829 cell growth in a cell viability assay.,0.0
SANGER: Inhibition of human COR-L279 cell growth in a cell viability assay.,SANGER: Inhibition of human COR-L279 cell growth in a cell viability assay.,0.0
SANGER: Inhibition of human CP66-MEL cell growth in a cell viability assay.,SANGER: Inhibition of human CP66-MEL cell growth in a cell viability assay.,0.0
SANGER: Inhibition of human CTB cell growth in a cell viability assay.,SANGER: Inhibition of human CTB cell growth in a cell viability assay.,0.0
SANGER: Inhibition of human CTV cell growth in a cell viability assay.,SANGER: Inhibition of human CTV cell growth in a cell viability assay.,0.0
SANGER: Inhibition of human Calu-6 cell growth in a cell viability assay.,SANGER: Inhibition of human Calu-6 cell growth in a cell viability assay.,0.0
SANGER: Inhibition of human D-247MG cell growth in a cell viability assay.,SANGER: Inhibition of human D-247MG cell growth in a cell viability assay.,0.0
SANGER: Inhibition of human D-263MG cell growth in a cell viability assay.,SANGER: Inhibition of human D-263MG cell growth in a cell viability assay.,0.0
SANGER: Inhibition of human D-283MED cell growth in a cell viability assay.,SANGER: Inhibition of human D-283MED cell growth in a cell viability assay.,0.0
SANGER: Inhibition of human D-392MG cell growth in a cell viability assay.,SANGER: Inhibition of human D-392MG cell growth in a cell viability assay.,0.0
SANGER: Inhibition of human D-502MG cell growth in a cell viability assay.,SANGER: Inhibition of human D-502MG cell growth in a cell viability assay.,0.0
SANGER: Inhibition of human DB cell growth in a cell viability assay.,SANGER: Inhibition of human DB cell growth in a cell viability assay.,0.0
SANGER: Inhibition of human DEL cell growth in a cell viability assay.,SANGER: Inhibition of human DEL cell growth in a cell viability assay.,0.0
SANGER: Inhibition of human DJM cell growth in a cell viability assay.,SANGER: Inhibition of human DJM cell growth in a cell viability assay.,0.0
SANGER: Inhibition of human DMS14 cell growth in a cell viability assay.,SANGER: Inhibition of human DMS14 cell growth in a cell viability assay.,0.0
SANGER: Inhibition of human DMS-79 cell growth in a cell viability assay.,SANGER: Inhibition of human DMS-79 cell growth in a cell viability assay.,0.0
SANGER: Inhibition of human DOHH-2 cell growth in a cell viability assay.,SANGER: Inhibition of human DOHH-2 cell growth in a cell viability assay.,0.0
SANGER: Inhibition of human DSH1 cell growth in a cell viability assay.,SANGER: Inhibition of human DSH1 cell growth in a cell viability assay.,0.0
SANGER: Inhibition of human DU-4475 cell growth in a cell viability assay.,SANGER: Inhibition of human DU-4475 cell growth in a cell viability assay.,0.0
SANGER: Inhibition of human Daudi cell growth in a cell viability assay.,SANGER: Inhibition of human Daudi cell growth in a cell viability assay.,0.0
SANGER: Inhibition of human EKVX cell growth in a cell viability assay.,SANGER: Inhibition of human EKVX cell growth in a cell viability assay.,0.0
SANGER: Inhibition of human EM-2 cell growth in a cell viability assay.,SANGER: Inhibition of human EM-2 cell growth in a cell viability assay.,0.0
SANGER: Inhibition of human ES1 cell growth in a cell viability assay.,SANGER: Inhibition of human ES1 cell growth in a cell viability assay.,0.0
SANGER: Inhibition of human ES3 cell growth in a cell viability assay.,SANGER: Inhibition of human ES3 cell growth in a cell viability assay.,0.0
SANGER: Inhibition of human ES4 cell growth in a cell viability assay.,SANGER: Inhibition of human ES4 cell growth in a cell viability assay.,0.0
SANGER: Inhibition of human ES5 cell growth in a cell viability assay.,SANGER: Inhibition of human ES5 cell growth in a cell viability assay.,0.0
SANGER: Inhibition of human ES6 cell growth in a cell viability assay.,SANGER: Inhibition of human ES6 cell growth in a cell viability assay.,0.0
SANGER: Inhibition of human ES7 cell growth in a cell viability assay.,SANGER: Inhibition of human ES7 cell growth in a cell viability assay.,0.0
